sigma,sign,type,m,src,isValidation,id,answer,error,unsignedError,index
0.1,1,trig,0.1,data/Exp1/trig/scatter/S0.1m0.1.png,,14,0.2,-0.1,0.1,49
0.15,-1,line,0.2,data/Exp1/line/scatter/S0.15m-0.2.png,,14,-0.49,0.29,0.29,50
0.05,1,trig,0.4,data/Exp1/trig/scatter/S0.05m0.4.png,,14,0.38,0.02,0.02,52
0.15,-1,trig,0.4,data/Exp1/trig/scatter/S0.15m-0.4.png,,14,-0.53,0.13,0.13,51
0.15,1,quad,0.8,data/Exp1/quad/scatter/S0.15m0.8.png,,14,0.74,0.06,0.06,54
0.1,-1,trig,0.4,data/Exp1/trig/scatter/S0.1m-0.4.png,,14,-0.55,0.15,0.15,55
0.2,-1,line,0.4,data/Exp1/line/scatter/S0.2m-0.4.png,,14,-0.46,0.06,0.06,57
0.1,1,quad,0.1,data/Exp1/quad/scatter/S0.1m0.1.png,,14,0.06,0.04,0.04,56
0.1,1,trig,0.2,data/Exp1/trig/scatter/S0.1m0.2.png,,14,0.27,-0.07,0.07,58
0.05,1,line,0.2,data/Exp1/line/scatter/S0.05m0.2.png,,14,0.2,0,0,59
0.2,-1,line,0.2,data/Exp1/line/scatter/S0.2m-0.2.png,,14,-0.58,0.38,0.38,60
0.15,1,trig,0.8,data/Exp1/trig/scatter/S0.15m0.8.png,,14,0.75,0.05,0.05,61
0.1,1,line,0.8,data/Exp1/line/scatter/S0.1m0.8.png,,14,0.75,0.05,0.05,62
0.05,-1,quad,0.4,data/Exp1/quad/scatter/S0.05m-0.4.png,,14,-0.45,0.05,0.05,63
0.15,-1,trig,0.2,data/Exp1/trig/scatter/S0.15m-0.2.png,,14,-0.43,0.23,0.23,64
0.05,1,quad,0.8,data/Exp1/quad/scatter/S0.05m0.8.png,,14,0.82,-0.02,0.02,65
0.1,1,line,0.4,data/Exp1/line/scatter/S0.1m0.4.png,,14,0.44,-0.04,0.04,66
0.1,-1,trig,0.8,data/Exp1/trig/scatter/S0.1m-0.8.png,,14,-0.75,-0.05,0.05,67
0.1,1,trig,0.4,data/Exp1/trig/scatter/S0.1m0.4.png,,14,0.44,-0.04,0.04,68
0.2,-1,trig,0.2,data/Exp1/trig/scatter/S0.2m-0.2.png,,14,-0.76,0.56,0.56,69
0.05,1,quad,0.2,data/Exp1/quad/scatter/S0.05m0.2.png,,14,0.22,-0.02,0.02,70
0.2,1,quad,0.1,data/Exp1/quad/scatter/S0.2m0.1.png,,14,0.21,-0.11,0.11,71
0.15,-1,quad,0.1,data/Exp1/quad/scatter/S0.15m-0.1.png,,14,-0.29,0.19,0.19,72
0.05,1,line,0.1,data/Exp1/line/scatter/S0.05m0.1.png,,14,0.12,-0.02,0.02,73
0.2,-1,quad,0.4,data/Exp1/quad/scatter/S0.2m-0.4.png,,14,-0.51,0.11,0.11,74
0.15,1,quad,0.2,data/Exp1/quad/scatter/S0.15m0.2.png,,14,0.26,-0.06,0.06,75
0.1,1,trig,0.8,data/Exp1/trig/scatter/S0.1m0.8.png,,14,0.81,-0.01,0.01,76
0.1,-1,trig,0.1,data/Exp1/trig/scatter/S0.1m-0.1.png,,14,-0.22,0.12,0.12,77
0.15,-1,quad,0.8,data/Exp1/quad/scatter/S0.15m-0.8.png,,14,-0.87,0.07,0.07,78
0.2,1,line,0.1,data/Exp1/line/scatter/S0.2m0.1.png,,14,0.29,-0.19,0.19,79
0.05,-1,line,0.1,data/Exp1/line/scatter/S0.05m-0.1.png,,14,-0.18,0.08,0.08,80
0.1,-1,line,0.8,data/Exp1/line/scatter/S0.1m-0.8.png,,14,1,-1.8,1.8,83
0.2,1,quad,0.4,data/Exp1/quad/scatter/S0.2m0.4.png,,14,0.84,-0.44,0.44,87
0.2,-1,quad,0.2,data/Exp1/quad/scatter/S0.2m-0.2.png,,14,-0.35,0.15,0.15,88
0.1,-1,quad,0.4,data/Exp1/quad/scatter/S0.1m-0.4.png,,14,-0.53,0.13,0.13,89
0.2,1,trig,0.8,data/Exp1/trig/scatter/S0.2m0.8.png,,14,-0.52,1.32,1.32,90
0.1,-1,quad,0.2,data/Exp1/quad/scatter/S0.1m-0.2.png,,14,-0.13,-0.07,0.07,91
0.2,-1,trig,0.8,data/Exp1/trig/scatter/S0.2m-0.8.png,,14,-0.87,0.07,0.07,92
0.15,-1,quad,0.2,data/Exp1/quad/scatter/S0.15m-0.2.png,,14,-0.25,0.05,0.05,94
0.1,-1,line,0.2,data/Exp1/line/scatter/S0.1m-0.2.png,,14,-0.37,0.17,0.17,93
0.15,1,quad,0.4,data/Exp1/quad/scatter/S0.15m0.4.png,,14,0.45,-0.05,0.05,95
0.15,-1,line,0.8,data/Exp1/line/scatter/S0.15m-0.8.png,,14,-1,0.2,0.2,96
0.05,-1,quad,0.1,data/Exp1/quad/scatter/S0.05m-0.1.png,,14,-0.06,-0.04,0.04,97
0.15,-1,line,0.4,data/Exp1/line/scatter/S0.15m-0.4.png,,14,-0.61,0.21,0.21,98
0.05,1,quad,0.4,data/Exp1/quad/scatter/S0.05m0.4.png,,14,0.44,-0.04,0.04,99
0.2,-1,trig,0.2,data/Exp1/trig/scatter/S0.2m-0.2.png,,15,-0.63,0.43,0.43,0
0.1,1,quad,0.2,data/Exp1/quad/scatter/S0.1m0.2.png,,15,0.18,0.02,0.02,1
0.15,1,line,0.4,data/Exp1/line/scatter/S0.15m0.4.png,,15,0.82,-0.42,0.42,2
0.15,1,trig,0.2,data/Exp1/trig/scatter/S0.15m0.2.png,,15,0.35,-0.15,0.15,3
0.1,-1,quad,0.8,data/Exp1/quad/scatter/S0.1m-0.8.png,,15,-0.91,0.11,0.11,4
0.1,-1,line,0.8,data/Exp1/line/scatter/S0.1m-0.8.png,,15,-0.97,0.17,0.17,5
0.05,1,line,0.4,data/Exp1/line/scatter/S0.05m0.4.png,,15,0.47,-0.07,0.07,6
0.05,-1,line,0.2,data/Exp1/line/scatter/S0.05m-0.2.png,,15,-0.23,0.03,0.03,7
0.2,-1,line,0.8,data/Exp1/line/scatter/S0.2m-0.8.png,,15,-1,0.2,0.2,8
0.2,1,trig,0.1,data/Exp1/trig/scatter/S0.2m0.1.png,,15,0.17,-0.07,0.07,9
0.15,-1,quad,0.4,data/Exp1/quad/scatter/S0.15m-0.4.png,,15,-0.54,0.14,0.14,10
0.1,1,trig,0.4,data/Exp1/trig/scatter/S0.1m0.4.png,,15,0.54,-0.14,0.14,11
0.05,1,quad,0.8,data/Exp1/quad/scatter/S0.05m0.8.png,,15,0.85,-0.05,0.05,12
0.15,-1,line,0.2,data/Exp1/line/scatter/S0.15m-0.2.png,,15,-0.19,-0.01,0.01,13
0.2,-1,quad,0.1,data/Exp1/quad/scatter/S0.2m-0.1.png,,15,-0.19,0.09,0.09,14
0.05,-1,trig,0.1,data/Exp1/trig/scatter/S0.05m-0.1.png,,15,-0.13,0.03,0.03,15
0.2,-1,quad,0.4,data/Exp1/quad/scatter/S0.2m-0.4.png,,15,-0.32,-0.08,0.08,16
0.05,1,trig,0.1,data/Exp1/trig/scatter/S0.05m0.1.png,,15,0.15,-0.05,0.05,17
0.1,-1,trig,0.4,data/Exp1/trig/scatter/S0.1m-0.4.png,,15,-0.57,0.17,0.17,18
0.2,-1,quad,0.8,data/Exp1/quad/scatter/S0.2m-0.8.png,,15,-1,0.2,0.2,19
0.05,1,line,0.8,data/Exp1/line/scatter/S0.05m0.8.png,,15,0.87,-0.07,0.07,20
0.2,1,trig,0.8,data/Exp1/trig/scatter/S0.2m0.8.png,,15,1,-0.2,0.2,21
0.05,1,quad,0.1,data/Exp1/quad/scatter/S0.05m0.1.png,,15,0.06,0.04,0.04,22
0.15,1,line,0.2,data/Exp1/line/scatter/S0.15m0.2.png,,15,0.42,-0.22,0.22,23
0.15,1,line,0.8,data/Exp1/line/scatter/S0.15m0.8.png,,15,1,-0.2,0.2,24
0.2,1,line,0.1,data/Exp1/line/scatter/S0.2m0.1.png,,15,0.11,-0.01,0.01,25
0.1,-1,quad,0.2,data/Exp1/quad/scatter/S0.1m-0.2.png,,15,-0.19,-0.01,0.01,26
0.1,1,line,0.8,data/Exp1/line/scatter/S0.1m0.8.png,,15,1,-0.2,0.2,27
0.05,-1,line,0.4,data/Exp1/line/scatter/S0.05m-0.4.png,,15,-0.48,0.08,0.08,28
0.15,-1,trig,0.4,data/Exp1/trig/scatter/S0.15m-0.4.png,,15,-0.6,0.2,0.2,30
0.05,-1,trig,0.2,data/Exp1/trig/scatter/S0.05m-0.2.png,,15,-0.25,0.05,0.05,31
0.05,1,trig,0.2,data/Exp1/trig/scatter/S0.05m0.2.png,,15,0.27,-0.07,0.07,32
0.05,-1,quad,0.1,data/Exp1/quad/scatter/S0.05m-0.1.png,,15,-0.19,0.09,0.09,33
0.2,1,line,0.4,data/Exp1/line/scatter/S0.2m0.4.png,,15,0.54,-0.14,0.14,34
0.05,-1,trig,0.4,data/Exp1/trig/scatter/S0.05m-0.4.png,,15,-0.39,-0.01,0.01,35
0.15,1,trig,0.1,data/Exp1/trig/scatter/S0.15m0.1.png,,15,-0.01,0.11,0.11,36
0.1,-1,trig,0.1,data/Exp1/trig/scatter/S0.1m-0.1.png,,15,-0.11,0.01,0.01,37
0.05,1,quad,0.2,data/Exp1/quad/scatter/S0.05m0.2.png,,15,0.19,0.01,0.01,39
0.1,1,line,0.4,data/Exp1/line/scatter/S0.1m0.4.png,,15,0.4,0,0,40
0.1,-1,line,0.1,data/Exp1/line/scatter/S0.1m-0.1.png,,15,-0.3,0.2,0.2,42
0.2,-1,quad,0.2,data/Exp1/quad/scatter/S0.2m-0.2.png,,15,-0.26,0.06,0.06,41
0.2,-1,line,0.2,data/Exp1/line/scatter/S0.2m-0.2.png,,15,-0.21,0.01,0.01,43
0.1,-1,line,0.2,data/Exp1/line/scatter/S0.1m-0.2.png,,15,-0.26,0.06,0.06,44
0.05,-1,quad,0.2,data/Exp1/quad/scatter/S0.05m-0.2.png,,15,-0.21,0.01,0.01,45
0.1,1,line,0.1,data/Exp1/line/scatter/S0.1m0.1.png,,15,0.07,0.03,0.03,46
0.05,-1,line,0.1,data/Exp1/line/scatter/S0.05m-0.1.png,,15,-0.11,0.01,0.01,47
0.1,-1,line,0.4,data/Exp1/line/scatter/S0.1m-0.4.png,,15,-0.61,0.21,0.21,48
0.1,1,quad,0.8,data/Exp1/quad/scatter/S0.1m0.8.png,,15,0.94,-0.14,0.14,49
0.05,1,quad,0.4,data/Exp1/quad/scatter/S0.05m0.4.png,,15,0.4,0,0,50
0.15,-1,line,0.4,data/Exp1/line/scatter/S0.15m-0.4.png,,15,-0.68,0.28,0.28,51
0.15,1,quad,0.8,data/Exp1/quad/scatter/S0.15m0.8.png,,15,0.91,-0.11,0.11,52
0.2,1,quad,0.8,data/Exp1/quad/scatter/S0.2m0.8.png,,15,0.91,-0.11,0.11,53
0.05,-1,quad,0.8,data/Exp1/quad/scatter/S0.05m-0.8.png,,15,-0.88,0.08,0.08,54
0.2,-1,trig,0.4,data/Exp1/trig/scatter/S0.2m-0.4.png,,15,-0.94,0.54,0.54,55
0.05,1,trig,0.4,data/Exp1/trig/scatter/S0.05m0.4.png,,15,0.49,-0.09,0.09,56
0.05,-1,quad,0.4,data/Exp1/quad/scatter/S0.05m-0.4.png,,15,-0.41,0.01,0.01,58
0.1,-1,trig,0.2,data/Exp1/trig/scatter/S0.1m-0.2.png,,15,-0.34,0.14,0.14,57
0.2,-1,line,0.4,data/Exp1/line/scatter/S0.2m-0.4.png,,15,-0.05,-0.35,0.35,59
0.15,-1,trig,0.8,data/Exp1/trig/scatter/S0.15m-0.8.png,,15,-1,0.2,0.2,60
0.2,1,trig,0.4,data/Exp1/trig/scatter/S0.2m0.4.png,,15,0.69,-0.29,0.29,61
0.15,1,quad,0.1,data/Exp1/quad/scatter/S0.15m0.1.png,,15,0.06,0.04,0.04,62
0.1,-1,quad,0.4,data/Exp1/quad/scatter/S0.1m-0.4.png,,15,-0.63,0.23,0.23,63
0.15,-1,quad,0.8,data/Exp1/quad/scatter/S0.15m-0.8.png,,15,-0.77,-0.03,0.03,64
0.1,1,quad,0.4,data/Exp1/quad/scatter/S0.1m0.4.png,,15,0.57,-0.17,0.17,66
0.05,1,line,0.1,data/Exp1/line/scatter/S0.05m0.1.png,,15,0.04,0.06,0.06,67
0.05,1,line,0.2,data/Exp1/line/scatter/S0.05m0.2.png,,15,0.19,0.01,0.01,68
0.15,-1,trig,0.2,data/Exp1/trig/scatter/S0.15m-0.2.png,,15,-0.41,0.21,0.21,69
0.15,1,trig,0.4,data/Exp1/trig/scatter/S0.15m0.4.png,,15,0.62,-0.22,0.22,70
0.15,1,quad,0.4,data/Exp1/quad/scatter/S0.15m0.4.png,,15,0.72,-0.32,0.32,71
0.2,-1,trig,0.8,data/Exp1/trig/scatter/S0.2m-0.8.png,,15,-1,0.2,0.2,72
0.2,1,line,0.2,data/Exp1/line/scatter/S0.2m0.2.png,,15,0.13,0.07,0.07,73
0.15,-1,line,0.8,data/Exp1/line/scatter/S0.15m-0.8.png,,15,-1,0.2,0.2,75
0.1,-1,quad,0.1,data/Exp1/quad/scatter/S0.1m-0.1.png,,15,-0.26,0.16,0.16,74
0.1,1,trig,0.1,data/Exp1/trig/scatter/S0.1m0.1.png,,15,0.21,-0.11,0.11,76
0.1,-1,trig,0.8,data/Exp1/trig/scatter/S0.1m-0.8.png,,15,-0.95,0.15,0.15,77
0.15,-1,line,0.1,data/Exp1/line/scatter/S0.15m-0.1.png,,15,0.04,-0.14,0.14,81
0.15,1,quad,0.2,data/Exp1/quad/scatter/S0.15m0.2.png,,15,0.18,0.02,0.02,78
0.1,1,trig,0.2,data/Exp1/trig/scatter/S0.1m0.2.png,,15,0.16,0.04,0.04,80
0.2,1,quad,0.1,data/Exp1/quad/scatter/S0.2m0.1.png,,15,0.01,0.09,0.09,82
0.05,-1,trig,0.8,data/Exp1/trig/scatter/S0.05m-0.8.png,,15,-0.89,0.09,0.09,84
0.15,-1,quad,0.1,data/Exp1/quad/scatter/S0.15m-0.1.png,,15,-0.18,0.08,0.08,86
0.15,-1,trig,0.1,data/Exp1/trig/scatter/S0.15m-0.1.png,,15,-0.19,0.09,0.09,85
0.1,1,line,0.2,data/Exp1/line/scatter/S0.1m0.2.png,,15,0.13,0.07,0.07,87
0.05,-1,line,0.8,data/Exp1/line/scatter/S0.05m-0.8.png,,15,-0.88,0.08,0.08,88
0.2,1,quad,0.2,data/Exp1/quad/scatter/S0.2m0.2.png,,15,0.1,0.1,0.1,89
0.15,1,line,0.1,data/Exp1/line/scatter/S0.15m0.1.png,,15,0.03,0.07,0.07,90
0.2,1,trig,0.2,data/Exp1/trig/scatter/S0.2m0.2.png,,15,0.24,-0.04,0.04,91
0.1,1,trig,0.8,data/Exp1/trig/scatter/S0.1m0.8.png,,15,0.84,-0.04,0.04,92
0.15,-1,quad,0.2,data/Exp1/quad/scatter/S0.15m-0.2.png,,15,-0.44,0.24,0.24,93
0.2,1,quad,0.4,data/Exp1/quad/scatter/S0.2m0.4.png,,15,0.64,-0.24,0.24,94
0.15,1,trig,0.8,data/Exp1/trig/scatter/S0.15m0.8.png,,15,0.93,-0.13,0.13,95
0.2,-1,line,0.1,data/Exp1/line/scatter/S0.2m-0.1.png,,15,-0.14,0.04,0.04,96
0.1,1,quad,0.1,data/Exp1/quad/scatter/S0.1m0.1.png,,15,-0.01,0.11,0.11,97
0.2,1,line,0.8,data/Exp1/line/scatter/S0.2m0.8.png,,15,0.96,-0.16,0.16,98
0.2,-1,trig,0.1,data/Exp1/trig/scatter/S0.2m-0.1.png,,15,0.07,-0.17,0.17,99
0.2,1,quad,0.1,data/Exp1/quad/scatter/S0.2m0.1.png,,16,0.31,-0.21,0.21,0
0.2,1,quad,0.4,data/Exp1/quad/scatter/S0.2m0.4.png,,16,0.53,-0.13,0.13,1
0.15,1,line,0.2,data/Exp1/line/scatter/S0.15m0.2.png,,16,0.29,-0.09,0.09,2
0.15,1,trig,0.8,data/Exp1/trig/scatter/S0.15m0.8.png,,16,1,-0.2,0.2,3
0.05,1,trig,0.2,data/Exp1/trig/scatter/S0.05m0.2.png,,16,0.24,-0.04,0.04,5
0.2,1,line,0.1,data/Exp1/line/scatter/S0.2m0.1.png,,16,0.49,-0.39,0.39,4
0.05,-1,line,0.4,data/Exp1/line/scatter/S0.05m-0.4.png,,16,-0.37,-0.03,0.03,6
0.1,1,line,0.1,data/Exp1/line/scatter/S0.1m0.1.png,,16,0.1,0,0,7
0.2,-1,line,0.8,data/Exp1/line/scatter/S0.2m-0.8.png,,16,-1,0.2,0.2,8
0.15,-1,quad,0.1,data/Exp1/quad/scatter/S0.15m-0.1.png,,16,-0.44,0.34,0.34,10
0.15,1,line,0.1,data/Exp1/line/scatter/S0.15m0.1.png,,16,-0.02,0.12,0.12,9
0.2,1,trig,0.2,data/Exp1/trig/scatter/S0.2m0.2.png,,16,-0.28,0.48,0.48,11
0.05,1,line,0.8,data/Exp1/line/scatter/S0.05m0.8.png,,16,0.78,0.02,0.02,12
0.1,1,line,0.8,data/Exp1/line/scatter/S0.1m0.8.png,,16,0.9,-0.1,0.1,13
0.1,1,quad,0.2,data/Exp1/quad/scatter/S0.1m0.2.png,,16,0.21,-0.01,0.01,14
0.1,1,line,0.2,data/Exp1/line/scatter/S0.1m0.2.png,,16,0.26,-0.06,0.06,15
0.05,-1,line,0.8,data/Exp1/line/scatter/S0.05m-0.8.png,,16,-0.82,0.02,0.02,16
0.2,-1,trig,0.4,data/Exp1/trig/scatter/S0.2m-0.4.png,,16,-0.57,0.17,0.17,17
0.1,-1,quad,0.4,data/Exp1/quad/scatter/S0.1m-0.4.png,,16,-0.45,0.05,0.05,18
0.15,-1,trig,0.8,data/Exp1/trig/scatter/S0.15m-0.8.png,,16,-0.78,-0.02,0.02,19
0.05,-1,quad,0.4,data/Exp1/quad/scatter/S0.05m-0.4.png,,16,-0.39,-0.01,0.01,20
0.05,-1,trig,0.1,data/Exp1/trig/scatter/S0.05m-0.1.png,,16,-0.2,0.1,0.1,21
0.05,-1,quad,0.1,data/Exp1/quad/scatter/S0.05m-0.1.png,,16,-0.15,0.05,0.05,22
0.2,1,trig,0.1,data/Exp1/trig/scatter/S0.2m0.1.png,,16,0.38,-0.28,0.28,23
0.1,-1,quad,0.1,data/Exp1/quad/scatter/S0.1m-0.1.png,,16,-0.15,0.05,0.05,24
0.15,1,line,0.4,data/Exp1/line/scatter/S0.15m0.4.png,,16,0.54,-0.14,0.14,25
0.1,1,trig,0.2,data/Exp1/trig/scatter/S0.1m0.2.png,,16,0.18,0.02,0.02,27
0.1,-1,line,0.2,data/Exp1/line/scatter/S0.1m-0.2.png,,16,-0.33,0.13,0.13,28
0.2,-1,line,0.4,data/Exp1/line/scatter/S0.2m-0.4.png,,16,-0.64,0.24,0.24,29
0.05,1,quad,0.1,data/Exp1/quad/scatter/S0.05m0.1.png,,16,0.07,0.03,0.03,30
0.15,-1,trig,0.2,data/Exp1/trig/scatter/S0.15m-0.2.png,,16,-0.34,0.14,0.14,31
0.15,-1,line,0.8,data/Exp1/line/scatter/S0.15m-0.8.png,,16,-1,0.2,0.2,32
0.05,-1,line,0.1,data/Exp1/line/scatter/S0.05m-0.1.png,,16,-0.15,0.05,0.05,33
0.05,-1,trig,0.4,data/Exp1/trig/scatter/S0.05m-0.4.png,,16,-0.37,-0.03,0.03,34
0.2,1,quad,0.8,data/Exp1/quad/scatter/S0.2m0.8.png,,16,0.85,-0.05,0.05,35
0.15,-1,quad,0.8,data/Exp1/quad/scatter/S0.15m-0.8.png,,16,-0.86,0.06,0.06,36
0.2,1,line,0.4,data/Exp1/line/scatter/S0.2m0.4.png,,16,0.69,-0.29,0.29,37
0.05,1,line,0.4,data/Exp1/line/scatter/S0.05m0.4.png,,16,0.39,0.01,0.01,38
0.05,1,quad,0.8,data/Exp1/quad/scatter/S0.05m0.8.png,,16,0.82,-0.02,0.02,39
0.1,1,line,0.4,data/Exp1/line/scatter/S0.1m0.4.png,,16,0.43,-0.03,0.03,40
0.1,-1,line,0.4,data/Exp1/line/scatter/S0.1m-0.4.png,,16,-0.52,0.12,0.12,41
0.2,-1,trig,0.2,data/Exp1/trig/scatter/S0.2m-0.2.png,,16,-0.75,0.55,0.55,42
0.1,-1,line,0.8,data/Exp1/line/scatter/S0.1m-0.8.png,,16,-0.91,0.11,0.11,43
0.2,1,line,0.8,data/Exp1/line/scatter/S0.2m0.8.png,,16,1,-0.2,0.2,44
0.1,1,quad,0.8,data/Exp1/quad/scatter/S0.1m0.8.png,,16,0.94,-0.14,0.14,45
0.05,-1,trig,0.8,data/Exp1/trig/scatter/S0.05m-0.8.png,,16,-0.89,0.09,0.09,46
0.05,1,quad,0.4,data/Exp1/quad/scatter/S0.05m0.4.png,,16,0.47,-0.07,0.07,47
0.2,1,trig,0.8,data/Exp1/trig/scatter/S0.2m0.8.png,,16,0.88,-0.08,0.08,48
0.2,1,line,0.2,data/Exp1/line/scatter/S0.2m0.2.png,,16,0.21,-0.01,0.01,49
0.1,1,trig,0.8,data/Exp1/trig/scatter/S0.1m0.8.png,,16,0.94,-0.14,0.14,50
0.2,-1,trig,0.1,data/Exp1/trig/scatter/S0.2m-0.1.png,,16,-0.61,0.51,0.51,51
0.15,1,line,0.8,data/Exp1/line/scatter/S0.15m0.8.png,,16,1,-0.2,0.2,52
0.05,1,trig,0.4,data/Exp1/trig/scatter/S0.05m0.4.png,,16,0.42,-0.02,0.02,54
0.15,-1,trig,0.1,data/Exp1/trig/scatter/S0.15m-0.1.png,,16,-0.45,0.35,0.35,55
0.1,-1,trig,0.8,data/Exp1/trig/scatter/S0.1m-0.8.png,,16,-0.88,0.08,0.08,56
0.1,-1,trig,0.1,data/Exp1/trig/scatter/S0.1m-0.1.png,,16,-0.24,0.14,0.14,58
0.1,-1,quad,0.8,data/Exp1/quad/scatter/S0.1m-0.8.png,,16,-0.91,0.11,0.11,59
0.1,-1,trig,0.4,data/Exp1/trig/scatter/S0.1m-0.4.png,,16,-0.57,0.17,0.17,60
0.05,1,quad,0.2,data/Exp1/quad/scatter/S0.05m0.2.png,,16,0.21,-0.01,0.01,61
0.15,1,quad,0.1,data/Exp1/quad/scatter/S0.15m0.1.png,,16,0.37,-0.27,0.27,62
0.2,1,quad,0.2,data/Exp1/quad/scatter/S0.2m0.2.png,,16,0.57,-0.37,0.37,63
0.15,1,trig,0.1,data/Exp1/trig/scatter/S0.15m0.1.png,,16,-0.15,0.25,0.25,64
0.2,-1,quad,0.2,data/Exp1/quad/scatter/S0.2m-0.2.png,,16,-0.55,0.35,0.35,65
0.05,-1,quad,0.2,data/Exp1/quad/scatter/S0.05m-0.2.png,,16,-0.25,0.05,0.05,66
0.1,-1,trig,0.2,data/Exp1/trig/scatter/S0.1m-0.2.png,,16,-0.22,0.02,0.02,67
0.2,-1,quad,0.1,data/Exp1/quad/scatter/S0.2m-0.1.png,,16,0.13,-0.23,0.23,68
0.1,-1,line,0.1,data/Exp1/line/scatter/S0.1m-0.1.png,,16,0.09,-0.19,0.19,70
0.15,-1,line,0.2,data/Exp1/line/scatter/S0.15m-0.2.png,,16,0.1,-0.3,0.3,69
0.1,1,quad,0.1,data/Exp1/quad/scatter/S0.1m0.1.png,,16,0.31,-0.21,0.21,71
0.2,-1,line,0.2,data/Exp1/line/scatter/S0.2m-0.2.png,,16,-0.69,0.49,0.49,72
0.1,1,quad,0.4,data/Exp1/quad/scatter/S0.1m0.4.png,,16,0.43,-0.03,0.03,73
0.05,-1,quad,0.8,data/Exp1/quad/scatter/S0.05m-0.8.png,,16,-0.86,0.06,0.06,74
0.15,-1,trig,0.4,data/Exp1/trig/scatter/S0.15m-0.4.png,,16,-0.6,0.2,0.2,75
0.1,1,trig,0.1,data/Exp1/trig/scatter/S0.1m0.1.png,,16,0.11,-0.01,0.01,76
0.05,-1,line,0.2,data/Exp1/line/scatter/S0.05m-0.2.png,,16,-0.23,0.03,0.03,77
0.05,1,trig,0.1,data/Exp1/trig/scatter/S0.05m0.1.png,,16,0.16,-0.06,0.06,78
0.15,1,trig,0.2,data/Exp1/trig/scatter/S0.15m0.2.png,,16,0.24,-0.04,0.04,79
0.15,-1,line,0.4,data/Exp1/line/scatter/S0.15m-0.4.png,,16,-0.63,0.23,0.23,80
0.2,-1,quad,0.4,data/Exp1/quad/scatter/S0.2m-0.4.png,,16,-0.68,0.28,0.28,81
0.05,1,line,0.1,data/Exp1/line/scatter/S0.05m0.1.png,,16,0.14,-0.04,0.04,82
0.15,1,quad,0.4,data/Exp1/quad/scatter/S0.15m0.4.png,,16,0.82,-0.42,0.42,83
0.15,1,trig,0.4,data/Exp1/trig/scatter/S0.15m0.4.png,,16,0.75,-0.35,0.35,84
0.15,-1,line,0.1,data/Exp1/line/scatter/S0.15m-0.1.png,,16,-0.58,0.48,0.48,85
0.15,-1,quad,0.4,data/Exp1/quad/scatter/S0.15m-0.4.png,,16,-0.77,0.37,0.37,86
0.2,-1,line,0.1,data/Exp1/line/scatter/S0.2m-0.1.png,,16,-0.62,0.52,0.52,87
0.1,-1,quad,0.2,data/Exp1/quad/scatter/S0.1m-0.2.png,,16,-0.34,0.14,0.14,88
0.15,-1,quad,0.2,data/Exp1/quad/scatter/S0.15m-0.2.png,,16,-0.42,0.22,0.22,89
0.2,-1,trig,0.8,data/Exp1/trig/scatter/S0.2m-0.8.png,,16,-1,0.2,0.2,90
0.05,-1,trig,0.2,data/Exp1/trig/scatter/S0.05m-0.2.png,,16,-0.27,0.07,0.07,91
0.2,1,trig,0.4,data/Exp1/trig/scatter/S0.2m0.4.png,,16,0.59,-0.19,0.19,92
0.2,-1,quad,0.8,data/Exp1/quad/scatter/S0.2m-0.8.png,,16,-1,0.2,0.2,93
0.05,1,line,0.2,data/Exp1/line/scatter/S0.05m0.2.png,,16,0.26,-0.06,0.06,94
0.15,1,quad,0.8,data/Exp1/quad/scatter/S0.15m0.8.png,,16,1,-0.2,0.2,95
0.15,1,quad,0.2,data/Exp1/quad/scatter/S0.15m0.2.png,,16,0.46,-0.26,0.26,96
0.1,1,trig,0.4,data/Exp1/trig/scatter/S0.1m0.4.png,,16,0.39,0.01,0.01,98
0.05,1,trig,0.8,data/Exp1/trig/scatter/S0.05m0.8.png,,16,0.8,0,0,99
0.2,-1,trig,0.2,data/Exp1/trig/scatter/S0.2m-0.2.png,,17,0,-0.2,0.2,0
0.2,-1,trig,0.4,data/Exp1/trig/scatter/S0.2m-0.4.png,,17,-0.17,-0.23,0.23,1
0.2,-1,line,0.4,data/Exp1/line/scatter/S0.2m-0.4.png,,17,-0.52,0.12,0.12,3
0.1,-1,line,0.8,data/Exp1/line/scatter/S0.1m-0.8.png,,17,-0.83,0.03,0.03,5
0.1,-1,trig,0.2,data/Exp1/trig/scatter/S0.1m-0.2.png,,17,-0.19,-0.01,0.01,6
0.2,1,trig,0.1,data/Exp1/trig/scatter/S0.2m0.1.png,,17,0.06,0.04,0.04,7
0.1,1,line,0.2,data/Exp1/line/scatter/S0.1m0.2.png,,17,0.27,-0.07,0.07,8
0.2,1,quad,0.1,data/Exp1/quad/scatter/S0.2m0.1.png,,17,0.33,-0.23,0.23,9
0.05,1,line,0.2,data/Exp1/line/scatter/S0.05m0.2.png,,17,0.4,-0.2,0.2,10
0.1,1,trig,0.4,data/Exp1/trig/scatter/S0.1m0.4.png,,17,0.46,-0.06,0.06,11
0.05,1,line,0.4,data/Exp1/line/scatter/S0.05m0.4.png,,17,0.72,-0.32,0.32,13
0.2,1,line,0.1,data/Exp1/line/scatter/S0.2m0.1.png,,17,0.3,-0.2,0.2,12
0.15,-1,quad,0.1,data/Exp1/quad/scatter/S0.15m-0.1.png,,17,-0.19,0.09,0.09,14
